DISC_NR,filename
23479,"Arc the Lad - Seirei no Tasogare (Japan, Asia)"
23481,Dream Audition 2 (Japan)
23482,Tekken Tag Tournament (Japan) (v2.00)
23504,Slotter Up Core 5 - Lupin Daisuki! Shuyaku wa Zenigata (Japan)
23508,ESPN NHL Hockey (Europe)
23522,Utility Disc (Japan)
23554,"Delta Force - Black Hawk Down (Europe) (En,Fr,De,Es,It)"
23555,"Ford Mustang - The Legend Lives (Europe) (En,Fr,De,Es)"
23556,"Ford vs. Chevy (Europe, Australia) (En,Fr,De,Es,It)"
23557,"Ribbit King (Europe) (En,Fr,De,Es,It)"
23558,"Freestyle Metal X (Europe) (En,Fr,De,Es,It)"
23559,"Cabela's Dangerous Hunts (Europe, Australia)"
23560,"Hot Wheels - Beat That! (Europe) (En,Fr,De,It)"
23561,Scarface - The World Is Yours (Germany)
23562,"DreamWorks Kung Fu Panda (Europe) (De,Es)"
23590,Star Wars - The Clone Wars (Germany)
23591,Wer wird Millionaer - 2. Edition (Germany)
23592,"NHL 06 (Europe) (En,Fr,De,Sv,Fi,Cs)"
23593,True Crime - New York City (Germany)
23594,"Gumball 3000 (Europe) (En,Fr,De,Es,It)"
23595,"MTV Pimp My Ride (Europe) (Fr,De,Es,It)"
23596,"Tony Hawk's Project 8 (Europe) (Fr,De,Es,It)"
23597,Classic British Motor Racing (Europe)
23598,Tank Elite (Europe)
23599,"Driving Emotion Type-S (Europe) (En,Fr,De,Es,It)"
23600,Xtreme Speed (Europe)
23601,"Rally Championship (Europe) (En,Fr,De,Es,It,Sv)"
23602,Doomsday Racers (Europe)
23603,R-C Sports Copter Challenge (Europe)
23604,"Mouse Police, The (Europe) (En,Fr,De)"
23607,Medal of Honor - Rising Sun (Japan)
23608,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken (Japan)
23739,Enter the Matrix (Japan)
23740,007 - Everything or Nothing (Japan)
23741,Hresvelgr (Japan)
23742,"Mouse Trophy (Europe) (En,Fr,De,Es,It)"
23743,Volleyball Xciting (Europe)
23744,Zoo Puzzle (Europe)
23745,"Cocoto Kart Racer (Europe) (En,Fr,De,Es,It)"
23778,"Naruto Shippuden - Ultimate Ninja 4 (USA) (En,Fr)"
23841,Exciting Pro Wres 3 (Japan)
23842,Exciting Pro Wres 4 (Japan) (Taikenban 1)
23843,DrumMania (Japan)
23851,Phantasy Star Universe - Ambition of the Illuminus (USA)
23856,Reiselied - Ephemeral Fantasia (Japan) (v2.01)
23857,Tengai Makyou III - Namida (Japan)
23858,Higurashi no Naku Koro ni - Matsuri (Japan)
23880,"Get on da Mic (Europe) (En,Fr,It)"
23881,"NHL 09 (Germany) (En,De) (v2.00)"
23882,SingStar Summer Party (Europe)
23883,"Guitar Hero III - Legends of Rock (Europe) (Fr,De,Es,It)"
23884,"Franklin the Turtle - A Birthday Surprise (Europe) (En,Fr,De,Es,It,Nl,Pt,No,Da,Fi)"
23885,"Guitar Hero - Greatest Hits (Europe, Australia) (En,Fr,De,Es,It)"
23886,"Hugo - Magic in the Trollwoods (Europe) (En,De,Es,Pt)"
23887,SingStar Singalong with Disney (Germany)
23888,"Crazy Chicken X (Europe) (En,Fr,De,Es,It)"
23889,Hamster Heroes (Europe)
23890,Habitrail Hamster Ball (Europe)
23934,"Thomas & Friends - A Day at the Races (Europe) (Fr,De)"
23935,"Fruit Machine Mania (Europe) (En,Fr,De,Es,It,Nl)"
23936,"Jelly Belly - Ballistic Beans (Europe) (En,Fr,De,Es,It)"
23937,"Mad Maestro! (Europe) (En,Fr,Es,It)"
23938,Pinball Fun (Europe)
23939,"My Street (Europe) (En,Fr,De,Es,It)"
23940,"DreamWorks Shrek's Carnival Craze - Party Games (Europe, Australia) (En,Fr,De)"
23941,"Powerpuff Girls, The - Relish Rampage (Europe) (En,Fr,De,Es)"
23942,"Music 3000 (Europe) (En,Fr,De,Es,It)"
23967,Lara Croft Tomb Raider - Utsukushiki Toubousha (Japan)
23974,Dark Cloud (Japan)
24000,Sniper Elite (Germany)
24001,Lethal Skies II (Europe)
24002,"Tony Hawk's Downhill Jam (Europe) (Fr,De,Es,It)"
24003,Tony Hawk's Underground (Germany)
24004,"NBA 2K12 (Europe, Australia) (En,Fr,De,Es,It)"
24005,Tony Hawk's Pro Skater 3 (Germany)
24006,"Shadow of Zorro, The (Europe) (En,Fr,De,Es,It)"
24007,NASCAR 09 (Europe)
24008,"NHL 2K9 (Europe) (En,Fr,De,Es,It)"
24009,"Goblin Commander - Unleash the Horde (Europe) (En,Fr,De)"
24010,"Premier Manager 09 (Europe) (En,Fr,De,It)"
24018,Sega Ages 2500 Series Vol. 4 - Space Harrier (Japan)
24195,Risk - Global Domination (USA)
24212,Kuon (Japan)
24232,Star Wars - Battlefront (France)
24233,Star Wars - Battlefront II (France)
24234,Star Wars - Bounty Hunter (France)
24235,Star Wars - Jedi Starfighter (France)
24236,Star Wars - Episode III - La Revanche des Sith (France)
24237,"Seigneur des Anneaux, Le - Le Retour du Roi (France)"
24238,Star Wars - Las Guerras Clon (Spain)
24260,"F1 Racing Championship (Europe) (Fr,De)"
24261,"G1 Jockey (Europe) (En,Fr,De)"
24262,"X Games Skateboarding (Europe) (En,Fr,De)"
24263,"Nick Jr. Dora the Explorer - Dora Saves the Mermaids (Europe) (En,Fr,De,Nl)"
24264,"Thrillville (Europe) (Fr,De)"
24265,Thrillville - Verrueckte Achterbahn (Germany)
24266,Disney-Pixar Cars - Hook International (Germany)
24267,Full Spectrum Warrior - Ten Hammers (Germany)
24268,"George of the Jungle (Europe) (En,Fr,De,Es,It)"
24269,"Jeep Thrills (Europe) (En,Fr,De,Es,It)"
24270,Living World Racing (Europe)
24271,Club Football 2005 - Borussia Dortmund (Germany)
24272,"Lucinda Green's Equestrian Challenge (Europe, Australia) (En,Fr,De,Es,It)"
24273,Madden NFL 09 (Europe)
24274,"MegaRace 3 - Nanotech Disaster (Europe) (En,Fr,De,Es,It)"
24275,"Harley-Davidson Motor Cycles (Europe) (Fr,De,Es,It)"
24276,"Disney's Stitch - Experiment 626 (Europe) (Fr,De)"
24322,Indiana Jones und die Legende der Kaisergruft (Germany)
24323,"Moorhuhn Fun Kart 2008 (Europe) (En,Fr,De,It)"
24324,Mini Desktop Racing (Europe)
24325,"Mummy, The (Europe) (En,Fr,De,Es,It,Nl)"
24326,NBA 2Night 2002 (Europe)
24327,ESPN National Hockey Night (Europe)
24328,"NASCAR 08 (Europe, Australia)"
24329,"Vehicular Combat League Presents - Motor Mayhem (Europe) (En,Fr,De)"
24330,"My Horse & Me 2 (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi)"
24331,"Monster Jam - Urban Assault (Europe) (En,Fr,De,Es,It)"
24341,Wizardry - Tale of the Forsaken Land (USA)
24350,Growlanser IV Return - Wayfarer of the Time (Japan)
24352,Ookami (Japan)
24354,Jissen Pachi-Slot Hisshouhou! Moujuuou S (Japan)
24355,Zero - Shisei no Koe (Japan)
24359,SingStar Pop Hits (Europe)
24367,Takahashi Naoko no Marathon Shiyou yo! (Japan)
24368,Remote Control Dandy SF (Japan)
24374,Gensou Suikoden IV (Japan) (Shokai Seisanban)
24375,Melty Blood - Act Cadenza (Japan)
24376,Initial D - Special Stage (Japan) (v2.00)
24383,"Frogger Beyond (Europe) (En,Fr,De,Es,It)"
24384,Soul Eater - Battle Resonance (Japan)
24385,Gensou Suikoden III (Japan) (v1.02)
24386,Gensou Suikoden III (Japan) (v2.01)
24392,Assault Suits Valken (Japan)
24395,2002 FIFA World Cup (Japan)
24401,"Need for Speed - Undercover (Europe, Australia)"
24408,"Sims, The - Bustin' Out (Europe) (En,Sv,No,Da,Fi)"
24414,"Wild Arms 5 (Europe) (En,Fr,It)"
24417,"Rule of Rose (Europe) (En,Fr,De,Es,It)"
24429,Romance of the Three Kingdoms X (USA)
24431,"Grandia II (Japan, Asia)"
24432,Shinkyoku Soukai Polyphonica - 0~4-wa Full Pack (Japan)
24434,Tales of Symphonia (Japan)
24435,Growlanser IV - Wayfarer of the Time (Japan) (Deluxe Pack)
24439,"Off-Road - Wide Open (Europe) (En,Fr,De,Es,It)"
24440,Police Chase Down (Europe)
24441,NFL QB Club 2002 (Europe)
24442,"Portal Runner (Europe) (Fr,De,Es,It)"
24443,"Dogz (Europe, Australia) (En,Fr,De,Es,It,Nl)"
24444,NFL 2K3 (Europe)
24445,Disneys Himmel und Huhn - Ace in Action (Germany)
24446,"NBA Live 09 (Europe) (En,De)"
24447,"Disney's The Haunted Mansion (Europe) (En,Fr,De,Es,It)"
24520,"Disney's Winnie the Pooh's Rumbly Tumbly Adventure (Europe) (En,Fr,De,Es,It,Nl)"
24521,"World Championship Pool 2004 (Europe) (En,Fr,De)"
24522,"World Championship Poker 2 featuring Howard Lederer (Europe, Australia) (En,Fr,De,Es,It)"
24523,"Twin Caliber (Germany) (En,Fr,De,Es,It)"
24524,Club Football 2005 - Hamburger SV (Germany)
24525,BloodRayne 2 (Germany)
24526,"Deadly Skies III (Europe) (En,Fr,De,Es,It)"
24527,"Eggo Mania (Europe) (En,Fr,De)"
24629,Dead Eye Jim (Europe)
24630,Dynamite 100 (Europe)
24631,Earache - Extreme Metal Racing (Europe)
24632,"Ed, Edd n Eddy - The Mis-Edventures (Europe)"
24633,"Noddy and the Magic Book (Europe) (En,Fr,Pt,No,Da)"
24634,"X Factor Sing, The (Europe)"
24656,"Cinderella (Europe) (En,Fr,De)"
24657,"Hasbro Family Game Night (Europe, Australia) (En,Fr,Es,Nl)"
24662,"Junior Sports Basketball (Europe) (En,Fr,De,Es,It)"
24663,"Playwize Poker & Casino (Europe) (En,Fr,It)"
24665,"Bratz - The Movie (Europe) (Es,It)"
24666,Cabela's Big Game Hunter 2008 (Europe)
24667,Carwash Tycoon (Europe)
24668,Fishing Fantasy - Buzzrod (Europe)
24669,"Heatseeker (Europe) (En,Es,It)"
24670,K.O. King (Europe)
24671,"Legend of Herkules (Europe) (En,De)"
24673,Raw Danger (Europe)
24674,Thrillville (Europe)
24675,"Namco Museum 50th Anniversary (Europe) (En,Fr,De,Es,It)"
24676,Ocean Commander (Europe)
24677,"Real Madrid - The Game (Europe) (En,Fr,De,Es,It)"
24678,Nick Jr. Go Diego Go! Safari Rescue (Europe)
24680,"Disney-Pixar The Incredibles (Europe) (Fr,Nl)"
24681,"Garfield 2 (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)"
24682,Panzer Front Ausf.B (Europe)
24683,"Graffiti Kingdom (Europe) (En,Fr,De,Es,It)"
24684,Guilty Gear Isuka (Europe)
24685,"Disney G-Force (Europe) (En,Fr,Es,Nl)"
24686,Kessen (France)
24687,Kessen II (France)
24688,"Dancing Stage Max (Europe) (En,Fr,De,Es,It)"
24699,"Walt Disney Pictures Presents Meet the Robinsons (Europe) (Fr,It,Nl)"
24700,SingStar Pop Hits 2 (France)
24701,"Eagle Eye Golf (Europe) (En,Fr,De,Es,It)"
24702,Buzz! Le Plus Malin des Francais (France)
24703,Disney Chicken Little - Aventures Intergalactiques (France)
24704,Disney Chicken Little - As en Accion (Spain)
24705,"History Channel, The - Great Battles of Rome (Europe) (En,Fr,De,Es,It)"
24706,Naval Ops - Commander (Europe)
24707,Hitman - Contracts (Spain)
24708,Marcel Desailly Pro Football (France)
24709,"Garfield - Lasagna World Tour (Europe) (En,Fr,De,Es,It)"
24710,DJ - Decks & FX - Live Session - Privilege Maxiclubbing Edition (Spain)
24711,Star Academy (France)
24712,Samurai Aces (Europe)
24713,Sol Divide (Europe)
24714,Raiden III (Europe)
24715,Radio Helicopter II (Europe)
24716,Jackpot Madness (Europe)
24717,Forty 4 Party (Europe)
24718,Paris-Marseille Racing II (France)
24719,Disney-Pixar Monstres & Cie - L'ile de l'Epouvante (France)
24724,"Truck Racer (Europe) (En,Fr,De,Es,It)"
24725,Top Gear Dare Devil (Europe)
24726,Top Angler - Real Bass Fishing (Europe)
24727,"Top Gun - Combat Zones (Europe) (En,Fr,De,Es,It,Nl)"
24728,World Fighting (Europe)
24729,"Transformers - The Game (Europe) (De,It)"
24730,"Totally Spies! Totally Party (Europe, Australia) (En,Fr,De,Es,It,Nl)"
24731,Tom Clancy's Ghost Recon (Germany)
24732,"Winx Club (Europe) (En,Fr,De,Es,It)"
24736,Club Football - Liverpool FC (UK)
24737,Club Football 2005 - Aston Villa (UK)
24738,Club Football 2005 - Birmingham City (UK)
24739,Club Football 2005 - Tottenham Hotspur (UK)
24740,Nickelodeon Rugrats - Royal Ransom (Europe)
24741,"Soccer Life 2 (Europe) (En,Fr,It)"
24742,Dynasty Warriors 5 - Xtreme Legends (Europe)
24743,Star Wars - Bounty Hunter (Europe)
24744,"X-Men Origins - Wolverine (Europe) (En,Fr)"
24745,Dance-UK XL (UK)
24746,Deep Water (Europe)
24752,"Cy Girls (Europe) (En,Fr,Es) (Ice Disc)"
24753,Nickelodeon El Tigre - The Adventures of Manny Rivera (Europe)
24754,Energy Airforce (Europe)
24757,"FIFA 10 (Europe) (En,Es,It,Nl,Pt)"
24758,"Need for Speed - Undercover (Europe) (Es,It)"
24759,Dynasty Warriors 4 (Spain)
24760,"Thrillville (Europe) (En,Es,It)"
24761,Thrillville - Fuera de Control (Spain)
24763,Samurai Warriors - Xtreme Legends (Europe)
24764,"Crash - Mind over Mutant (Scandinavia) (En,Sv,No,Da,Fi)"
24846,Iron Sea (Europe)
24847,Volleyball Challenge (Europe)
24848,"Riding Star 3 (Europe) (En,Fr,De,Es)"
24849,Reel Fishing III (Europe)
24850,"Sea Monsters - A Prehistoric Adventure (Europe) (En,Fr,De,Es,It)"
24851,Demolition Girl (Europe)
24853,Robin Hood 2 - The Siege (Europe)
24854,Master Chess (Europe)
24855,"Karaoke Stage 2 (Europe) (En,Fr,De,Es,It)"
24856,Rig Racer 2 (Europe)
24858,Raceway - Drag & Stock Racing (Europe)
24859,"Winter Sports 2009 - The Next Challenge (Germany) (En,De)"
24860,"RTL Skispringen 2007 (Germany) (En,De)"
24861,Rugby 06 (Europe)
24862,"Tekken's Nina Williams in - Death by Degrees (Europe) (En,De)"
24885,"SXR - Snow X Racing (Europe) (En,Fr,De,Es,It)"
24886,Supercar Street Challenge (Germany)
24887,"Sniper Elite (Europe) (En,Fr,De,Es,It)"
24888,"Star Trek - Conquest (Europe, Australia) (En,De)"
24889,Star Wars - Battlefront (Germany)
24890,"Tiger Woods PGA Tour 08 (Europe, Australia) (En,Fr)"
24891,"Tiger Woods PGA Tour 09 (Europe, Australia)"
24892,"Super PickUps (Europe) (En,Fr,De,Es,It)"
24893,"Spy Fiction (Europe) (En,Fr,De,Es,It)"
24897,"Gladius (Europe) (En,Es,It)"
24898,Pro Tennis WTA Tour (Europe)
24899,"Son of the Lion King (Europe) (En,Fr,De)"
24900,Speedboat GP (Europe)
24901,"Legend of the Dragon (Europe) (En,Fr,De,Es,It)"
24902,"Postman Pat (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)"
24903,Premier Manager 2004-2005 (Germany)
24904,Shaun Palmer's Pro Snowboarder (Germany)
24905,Secret Weapons over Normandy (Germany)
24906,"Power Rangers - Super Legends (Europe) (En,Fr,De,Es,It)"
24949,Darwin (Europe)
24952,Harry Potter en de Geheime Kamer (Netherlands)
24958,K-1 Premium Dynamite!! (Europe)
24959,Kessen III (France)
24964,"Babe (Europe) (En,Pt,Sv,No,Da,Fi,Pl)"
24984,Bob the Builder (Europe)
24985,"Dr. Dolittle (Europe) (En,Pt,Sv,No,Da,Fi,Pl)"
24986,"Casper and the Ghostly Trio (Europe) (En,Pt,Sv,No,Da,Fi,Pl)"
24987,Championship Manager 5 (Portugal)
24988,Sniper Assault (Europe)
25006,"Graffiti Kingdom (USA) (En,Fr,Es)"
25007,Jeep Thrills (USA)
25010,"Yamasa Digi World 2 LCD Edition - Time Cross, Qlogos, Trigger Zone (Japan)"
25011,Yamasa Digi World SP - Neo Magic Pulsar XX (Japan)
25014,SingStar Latino (Spain)
25015,SingStar Rocks! (Spain)
25016,Tony Hawk's Underground (Spain)
25017,"Splashdown 2 - Rides Gone Wild (Europe) (En,Es,It)"
25018,"Nickelodeon Tak 2 - The Staff of Dreams (Europe) (En,Es,It)"
25019,Teen Titans (Europe)
25042,Rumble Roses (Japan)
25043,Red Ninja - Kekka no Mai (Japan)
25044,Air (Japan)
25045,Roommate Asami - Okusama wa Joshikousei (Japan)
25046,Shin Seiki Evangelion - Ayanami Ikusei Keikaku with Asuka Hokan Keikaku (Japan)
25047,"Cartoon Kingdom (Europe) (En,Fr,De)"
25048,NBA Live 2001 (Europe)
25054,"Wacky Races - Mad Motors (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi) (v2.00)"
25055,R-Type Final (Japan)
25056,"Jak x Daxter - Kyuu Sekai no Isan (Japan, Asia)"
25057,Burnout 3 - Takedown (Japan)
25058,Aoi Umi no Tristia - Nanoca Flanka Hatsumei Koubouki (Japan)
25059,Aoi Sora no Neosphere - Nanoca Flanka Hatsumei Koubouki 2 (Japan)
25060,Wizardry Xth 2 - Mugen no Gakuto (Japan)
25061,Wizardry Xth - Zensen no Gakufu (Japan)
25062,"Yuusei kara no Buttai X - Episode II (Japan) (En,Ja)"
25063,Tsuyokiss - Mighty Heart (Japan)
25064,SuperLite 2000 Vol. 22 - Memories Off Duet (Japan)
25118,Kunoichi (Japan)
25119,Tsuki wa Kirisaku - Tantei Sagara Kyouichirou (Japan)
25121,X-Men - Next Dimension (France)
25122,"Bratz - Forever Diamondz (Europe) (En,Fr)"
25123,"Pac-Man World 2 (Europe) (En,Fr,De,Es,It)"
25124,Tony Hawk's Proving Ground (Europe)
25125,Tak and the Power of Juju (Europe)
25126,"Desastreuses Aventures des Orphelins Baudelaire, Les - D'Apres Lemony Snicket (France)"
25127,Sven-Goeran Eriksson's World Manager 2002 (Europe)
25128,Medal of Honor - Soleil Levant (France)
25129,"Star Wars - The Force Unleashed (Europe, Australia)"
25130,NBA Live 2002 (France)
25131,"Super Farm (Europe) (En,Fr,De,Es,It,Nl)"
25132,Xenosaga Episode I Reloaded - Der Wille zur Macht (Japan)
25134,Rasetsu - Alternative (Japan)
25141,SkyGunner (Japan)
25142,Ryuu ga Gotoku (Japan)
25143,Izumo Complete (Japan) (v1.03)
25144,Izumo 2 - Takeki Tsurugi no Senki (Japan) (v2.02)
25145,Shining Wind (Japan)
25146,Shining Tears (Japan)
25147,"Ys V - Lost Kefin, Kingdom of Sand (Japan)"
25148,Kingdom Hearts (Japan)
25149,Sakura Taisen V Episode 0 - Kouya no Samurai Musume (Japan)
25151,"Desi Adda - Games of India (India) (En,Hi,Pa,Ta)"
25157,"Gaelic Games - Hurling (Europe) (En,Gd)"
25159,Rogue Hearts Dungeon (Japan)
25160,"PoPoLoCrois - Hajimari no Bouken (Japan, Asia) (Shokai Seisanban)"
25161,Simple 2000 Series Vol. 92 - The Noroi no Game (Japan)
25162,Rim Runners (Japan)
25163,Gensou Suikoden V (Japan)
25164,Clock Tower 3 (Japan)
25165,Fallout - Brotherhood of Steel (Japan)
25166,Kishin Houkou Demonbane (Japan)
25167,Wild Arms - The Vth Vanguard (Japan)
25168,Summon Night Granthese - Horobi no Tsurugi to Yakusoku no Kishi (Japan)
25169,Silpheed - The Lost Planet (Japan)
25170,Boku to Maou (Japan)
25171,Shin Contra (Japan)
25177,Disney-Pixar Cars (Germany)
25178,Friends - Das Trivia Game (Germany)
25188,Cricket 2002 (Europe) (v2.00)
25189,Knockout Kings 2002 (Europe)
25190,Puzzle Maniacs (Europe)
25191,Tony Hawk's Downhill Jam (Europe)
25193,Army Men - RTS (Europe)
25194,"Punisher, The (Europe)"
25195,Top Trumps - Doctor Who (Europe)
25196,Star Wars - Super Bombad Racing (Europe)
25206,NBA Live 06 (France)
25207,NBA Live 2005 (France)
25208,"Yu-Gi-Oh! The Duelists of the Roses (Europe) (Fr,De,Es,It)"
25212,"Dance Europe (Europe) (Fr,De,Es,It,Nl,Pt)"
25218,RTX - Red Rock (Spain)
25264,SingStar Apres-Ski Party 2 (Germany)
25265,"Disney Sing It - Party Hits (Europe, Australia) (En,De,Es)"
25276,"SWAT - Global Strike Team (Germany) (En,De)"
25277,"LEGO Racers 2 (Europe) (En,Fr,De,Es,It,Nl,Sv,Da)"
25339,GoldenEye - Dark Agent (Japan)
25340,"Super Robot Taisen OG - Original Generations (Japan, Korea)"
25385,Harley-Davidson Motor Cycles (Europe)
25489,NBA Live 2002 (Italy)
25490,"Disney-Pixar WALL-E (Europe) (It,El)"
25491,"DreamWorks Shrek the Third (Europe) (En,It,Sv)"
25495,Disney-Pixar Cars (Italy)
25496,"Tekken's Nina Williams in - Death by Degrees (Europe) (Fr,It)"
25497,Juiced (Italy)
25498,Superman Returns (Italy)
25500,Samurai Warriors (Italy)
25501,Shrek 2 (Italy)
25502,"Disney's Stitch - Experiment 626 (Europe) (It,Nl)"
25504,Disney-Pixar Gli Incredibili (Italy)
25505,Mercenaries 2 - Inferno di Fuoco (Italy)
25506,Mafia (Italy)
25507,Terminator 3 - Le Macchine Ribelli (Italy)
25508,"NBA Live 09 (Europe, Australia) (En,It)"
25509,SingStar Legends (Italy)
25510,Premier Manager 2003-04 (Italy)
25517,Lupin the 3rd - Treasure of the Sorcerer King (USA)
25518,CMT Presents - Karaoke Revolution - Country (USA)
25519,Escape from Monkey Island (USA)
25520,Metropolismania (USA)
25522,Disney-Pixar Monsters & Co. - L'Isola dello Spavento (Italy)
25523,Devil Summoner - Kuzunoha Raidou tai Abaddon-ou Plus (Japan)
25524,Shin Megami Tensei III - Nocturne Maniax - Chronicle Edition (Japan)
25535,"Signore degli Anelli, Il - Le Due Torri (Italy)"
25536,Star Wars - Bounty Hunter (Italy)
25553,Eve - New Generation (Japan) (DX Pack)
25556,"Ratchet & Clank 2 - Gagaga! Ginga no Commando ssu (Japan, Asia)"
25557,Ratchet & Clank 3 - Totsugeki! Galactic Rangers (Japan)
25558,"Ratchet & Clank 4th - Giri Giri Ginga no Giga Battle (Japan, Asia) (Special Gift Package)"
25559,Kaze no Klonoa 2 - Sekai ga Nozonda Wasuremono (Japan)
25560,Shinobi (Japan)
25561,"Tenchu 3 (Japan, Asia)"
25562,Musashiden II - Blademaster (Japan)
25563,Gungrave (Japan)
25564,Killer7 (Japan)
25565,Rogue Ops (Japan)
25566,Tsukiyo ni Saraba (Japan)
25567,Black (Japan)
25568,Samurai Kanzenban (Japan)
25569,D.N.A. - Dark Native Apostle (Japan)
25573,"Tube Mania (Europe) (Fr,Nl)"
25585,"Gladiator - Road to Freedom (Japan, Asia)"
25586,Yinghua Dazhan - Chire Zhi Xue (Asia)
25610,Tenshi no Present - Marl Oukoku Monogatari (Japan)
25611,Simple 2000 Series Vol. 44 - The Hajimete no RPG - Densetsu no Keishousha (Japan)
25612,Metal Gear Solid 2 - Sons of Liberty (Japan) (Hatsu Taikenban)
25613,Zone of the Enders - Z.O.E (Japan)
25614,Tori no Hoshi - Aerial Planet (Japan)
25615,Ace Combat 04 - Shattered Skies (Japan)
25616,Ace Combat Zero - The Belkan War (Japan)
25617,Dororo (Japan)
25618,Anubis - Zone of the Enders (Japan)
25619,Urban Chaos (Japan)
25620,Mercenaries (Japan)
25621,Makai Eiyuuki Maximo - Machine Monster no Yabou (Japan)
25622,"Mark of Kri, The (Japan)"
25623,Zettai Zetsumei Toshi (Japan) (v2.00)
25624,Zettai Zetsumei Toshi 2 - Itetsuita Kioku-tachi (Japan)
25625,"Getaway, The (Japan) (En,Ja)"
25626,"Getaway, The - Black Monday (Japan) (En,Ja)"
25636,Gift (Europe)
25637,GigaWing Generations (Europe)
25638,Guy Roux Manager 2002 (France)
25639,Mark Davis Pro Bass Challenge (Europe)
25640,"Mercenaries 2 - World in Flames (Europe, Australia)"
25641,Nickelodeon Rocket Power - Beach Bandits (Europe)
25642,Rugby 2004 (France)
25643,Rugby 2005 (France)
25644,"Sega Bass Fishing Duel (Europe) (En,Fr,De,Es,It)"
25645,SingStar Norske Hits (Norway)
25646,Space War Attack (Europe)
25647,"State of Emergency (Europe) (En,Fr,Es,It) (v3.00)"
25648,"Tour de France, Le (Europe) (En,Fr,De,Es,It)"
25651,"Disney's Extreme Skate Adventure (Europe) (Fr,De,Es,It)"
25652,Forbidden Siren (France)
25653,Tenchu - La Colere Divine (France)
25654,Tenchu - Fatal Shadows (France)
25655,Hitman - Contracts (France)
25656,Thrillville - Le Parc en Folie (France)
25657,Samurai Warriors (France)
25658,"Chronicles of Narnia, The - The Lion, the Witch and the Wardrobe (Europe) (Fr,Nl)"
